firm_key,reporting_period,source_reporting_period,product_group,display_firm_name,resolved_frn,observation_start,observation_end,eligible_rule_count,triggered_rule_count,persistent_rule_count,triggered_rule_ids,uncapped_base_warning_score,base_warning_score,family_score_evidence,point_cap_reduction,persistence_bonus,warning_score,coverage_status,priority_band,methodology_id,methodology_status,independent_signal_family_count,triggered_signal_families,persistent_trigger_ids,complaints_opened_count,complaints_closed_count,complaints_upheld_pct,closed_within_8_weeks_pct,context_provision_rate,context_intermediation_rate,identity_match_status,previous_sample_review_outcome,previous_sample_review_comment,review_flags,review_disposition,review_comment,source_check_status,resolved_disposition,source_check_resolution,source_check_evidence,review_method,reviewer,reviewed_at,business_approval_status
FRN:110481,2023-H1,2023-01-01 to 2023-06-30,insurance_and_pure_protection,Phoenix Life CA Limited,110481.0,2023-01-01,2023-06-30,7,2,2,OVER_8_WEEKS_HIGH|UPHELD_PEER_HIGH,6,6,"{""complaint_outcome"": {""cap"": 4, ""capped_points"": 3, ""uncapped_points"": 3}, ""context_rate"": {""cap"": 4, ""capped_points"": 0, ""uncapped_points"": 0}, ""timeliness"": {""cap"": 3, ""capped_points"": 3, ""uncapped_points"": 3}, ""volume_pressure"": {""cap"": 2, ""capped_points"": 0, ""uncapped_points"": 0}}",0,2,8,broad,priority_review,fca_complaint_early_warning_v2_candidate,analytical_candidate_pending_business_review,2,complaint_outcome|timeliness,OVER_8_WEEKS_HIGH|UPHELD_PEER_HIGH,769.0,978.0,0.8496932515337423,0.7300613496932515,9.75,,matched,,,,retain_priority_review_borderline,"Score 8 from 2 rules across 2 independent signal families (complaint_outcome|timeliness). Persistent rules: OVER_8_WEEKS_HIGH|UPHELD_PEER_HIGH. This is an exact-boundary case supported by two distinct families; retain for review but rank below stronger priority cases. This is prioritisation evidence, not a harm finding.",,,,,structured_analytical_review_v1,Codex,2026-07-20,pending_business_review
FRN:110481,2023-H1,2023-01-01 to 2023-06-30,investments,Phoenix Life CA Limited,110481.0,2023-01-01,2023-06-30,7,2,2,CTX_PROVISION_PEER_HIGH|OVER_8_WEEKS_HIGH,6,6,"{""complaint_outcome"": {""cap"": 4, ""capped_points"": 0, ""uncapped_points"": 0}, ""context_rate"": {""cap"": 4, ""capped_points"": 3, ""uncapped_points"": 3}, ""timeliness"": {""cap"": 3, ""capped_points"": 3, ""uncapped_points"": 3}, ""volume_pressure"": {""cap"": 2, ""capped_points"": 0, ""uncapped_points"": 0}}",0,2,8,broad,priority_review,fca_complaint_early_warning_v2_candidate,analytical_candidate_pending_business_review,2,context_rate|timeliness,CTX_PROVISION_PEER_HIGH|OVER_8_WEEKS_HIGH,177.0,227.0,0.7709251101321586,0.7356828193832599,15.66,,matched,,,,retain_priority_review_borderline,"Score 8 from 2 rules across 2 independent signal families (context_rate|timeliness). Persistent rules: CTX_PROVISION_PEER_HIGH|OVER_8_WEEKS_HIGH. This is an exact-boundary case supported by two distinct families; retain for review but rank below stronger priority cases. This is prioritisation evidence, not a harm finding.",,,,,structured_analytical_review_v1,Codex,2026-07-20,pending_business_review
FRN:110873,2024-H1,2024-01-01 to 2024-06-30,investments,Wesleyan Assurance Society,110873.0,2024-01-01,2024-06-30,7,3,1,CTX_PROVISION_DETERIORATION|CTX_PROVISION_PEER_HIGH|UPHELD_PEER_HIGH,8,7,"{""complaint_outcome"": {""cap"": 4, ""capped_points"": 3, ""uncapped_points"": 3}, ""context_rate"": {""cap"": 4, ""capped_points"": 4, ""uncapped_points"": 5}, ""timeliness"": {""cap"": 3, ""capped_points"": 0, ""uncapped_points"": 0}, ""volume_pressure"": {""cap"": 2, ""capped_points"": 0, ""uncapped_points"": 0}}",1,1,8,broad,priority_review,fca_complaint_early_warning_v2_candidate,analytical_candidate_pending_business_review,2,complaint_outcome|context_rate,UPHELD_PEER_HIGH,395.0,415.0,0.8747,0.9759,6.59,140.32,matched,,,,retain_priority_review_borderline,"Score 8 from 3 rules across 2 independent signal families (complaint_outcome|context_rate). Persistent rules: UPHELD_PEER_HIGH. This is an exact-boundary case supported by two distinct families; retain for review but rank below stronger priority cases. This is prioritisation evidence, not a harm finding.",,,,,structured_analytical_review_v1,Codex,2026-07-20,pending_business_review
FRN:114432,2023-H2,2023-07-01 to 2023-12-31,decumulation_and_pensions,Investment Funds Direct Limited,114432.0,2023-07-01,2023-12-31,7,5,0,CTX_PROVISION_DETERIORATION|CTX_PROVISION_PEER_HIGH|OVER_8_WEEKS_HIGH|UPHELD_DETERIORATION|UPHELD_PEER_HIGH,13,11,"{""complaint_outcome"": {""cap"": 4, ""capped_points"": 4, ""uncapped_points"": 5}, ""context_rate"": {""cap"": 4, ""capped_points"": 4, ""uncapped_points"": 5}, ""timeliness"": {""cap"": 3, ""capped_points"": 3, ""uncapped_points"": 3}, ""volume_pressure"": {""cap"": 2, ""capped_points"": 0, ""uncapped_points"": 0}}",2,0,11,broad,priority_review,fca_complaint_early_warning_v2_candidate,analytical_candidate_pending_business_review,3,complaint_outcome|context_rate|timeliness,,400.0,362.0,0.8895,0.6381,4.73,,matched,,,,retain_priority_review,"Score 11 from 5 rules across 3 independent signal families (complaint_outcome|context_rate|timeliness). No rule persisted from the prior period. Multiple or reinforced signals support retaining priority-review status. This is prioritisation evidence, not a harm finding.",,,,,structured_analytical_review_v1,Codex,2026-07-20,pending_business_review
FRN:114432,2023-H2,2023-07-01 to 2023-12-31,investments,Investment Funds Direct Limited,114432.0,2023-07-01,2023-12-31,7,3,1,OVER_8_WEEKS_HIGH|UPHELD_DETERIORATION|UPHELD_PEER_HIGH,8,7,"{""complaint_outcome"": {""cap"": 4, ""capped_points"": 4, ""uncapped_points"": 5}, ""context_rate"": {""cap"": 4, ""capped_points"": 0, ""uncapped_points"": 0}, ""timeliness"": {""cap"": 3, ""capped_points"": 3, ""uncapped_points"": 3}, ""volume_pressure"": {""cap"": 2, ""capped_points"": 0, ""uncapped_points"": 0}}",1,1,8,broad,priority_review,fca_complaint_early_warning_v2_candidate,analytical_candidate_pending_business_review,2,complaint_outcome|timeliness,OVER_8_WEEKS_HIGH,385.0,374.0,0.8797,0.6658,2.86,,matched,,,,retain_priority_review_borderline,"Score 8 from 3 rules across 2 independent signal families (complaint_outcome|timeliness). Persistent rules: OVER_8_WEEKS_HIGH. This is an exact-boundary case supported by two distinct families; retain for review but rank below stronger priority cases. This is prioritisation evidence, not a harm finding.",,,,,structured_analytical_review_v1,Codex,2026-07-20,pending_business_review
FRN:114432,2024-H1,2024-01-01 to 2024-06-30,decumulation_and_pensions,Investment Funds Direct Limited,114432.0,2024-01-01,2024-06-30,7,2,2,OVER_8_WEEKS_HIGH|UPHELD_PEER_HIGH,6,6,"{""complaint_outcome"": {""cap"": 4, ""capped_points"": 3, ""uncapped_points"": 3}, ""context_rate"": {""cap"": 4, ""capped_points"": 0, ""uncapped_points"": 0}, ""timeliness"": {""cap"": 3, ""capped_points"": 3, ""uncapped_points"": 3}, ""volume_pressure"": {""cap"": 2, ""capped_points"": 0, ""uncapped_points"": 0}}",0,2,8,broad,priority_review,fca_complaint_early_warning_v2_candidate,analytical_candidate_pending_business_review,2,complaint_outcome|timeliness,OVER_8_WEEKS_HIGH|UPHELD_PEER_HIGH,286.0,375.0,0.8933,0.6453,3.34,,matched,,,,retain_priority_review_borderline,"Score 8 from 2 rules across 2 independent signal families (complaint_outcome|timeliness). Persistent rules: OVER_8_WEEKS_HIGH|UPHELD_PEER_HIGH. This is an exact-boundary case supported by two distinct families; retain for review but rank below stronger priority cases. This is prioritisation evidence, not a harm finding.",,,,,structured_analytical_review_v1,Codex,2026-07-20,pending_business_review
FRN:114432,2024-H1,2024-01-01 to 2024-06-30,investments,Investment Funds Direct Limited,114432.0,2024-01-01,2024-06-30,7,2,2,OVER_8_WEEKS_HIGH|UPHELD_PEER_HIGH,6,6,"{""complaint_outcome"": {""cap"": 4, ""capped_points"": 3, ""uncapped_points"": 3}, ""context_rate"": {""cap"": 4, ""capped_points"": 0, ""uncapped_points"": 0}, ""timeliness"": {""cap"": 3, ""capped_points"": 3, ""uncapped_points"": 3}, ""volume_pressure"": {""cap"": 2, ""capped_points"": 0, ""uncapped_points"": 0}}",0,2,8,broad,priority_review,fca_complaint_early_warning_v2_candidate,analytical_candidate_pending_business_review,2,complaint_outcome|timeliness,OVER_8_WEEKS_HIGH|UPHELD_PEER_HIGH,320.0,396.0,0.8687,0.6061,2.35,,matched,,,,retain_priority_review_borderline,"Score 8 from 2 rules across 2 independent signal families (complaint_outcome|timeliness). Persistent rules: OVER_8_WEEKS_HIGH|UPHELD_PEER_HIGH. This is an exact-boundary case supported by two distinct families; retain for review but rank below stronger priority cases. This is prioritisation evidence, not a harm finding.",,,,,structured_analytical_review_v1,Codex,2026-07-20,pending_business_review
FRN:114724,2021-H2,2021-07-01 to 2021-12-31,home_finance,The Royal Bank of Scotland Plc,114724.0,2021-07-01,2021-12-31,7,2,2,OVER_8_WEEKS_HIGH|UPHELD_PEER_HIGH,6,6,"{""complaint_outcome"": {""cap"": 4, ""capped_points"": 3, ""uncapped_points"": 3}, ""context_rate"": {""cap"": 4, ""capped_points"": 0, ""uncapped_points"": 0}, ""timeliness"": {""cap"": 3, ""capped_points"": 3, ""uncapped_points"": 3}, ""volume_pressure"": {""cap"": 2, ""capped_points"": 0, ""uncapped_points"": 0}}",0,2,8,broad,priority_review,fca_complaint_early_warning_v2_candidate,analytical_candidate_pending_business_review,2,complaint_outcome|timeliness,OVER_8_WEEKS_HIGH|UPHELD_PEER_HIGH,1653.0,1825.0,0.787,0.847,7.99,,matched,,,,retain_priority_review_borderline,"Score 8 from 2 rules across 2 independent signal families (complaint_outcome|timeliness). Persistent rules: OVER_8_WEEKS_HIGH|UPHELD_PEER_HIGH. This is an exact-boundary case supported by two distinct families; retain for review but rank below stronger priority cases. This is prioritisation evidence, not a harm finding.",,,,,structured_analytical_review_v1,Codex,2026-07-20,pending_business_review
FRN:117667,2023-H1,2023-01-01 to 2023-06-30,decumulation_and_pensions,Phoenix Life Assurance Limited,117667.0,2023-01-01,2023-06-30,7,2,2,CTX_PROVISION_PEER_HIGH|OVER_8_WEEKS_HIGH,6,6,"{""complaint_outcome"": {""cap"": 4, ""capped_points"": 0, ""uncapped_points"": 0}, ""context_rate"": {""cap"": 4, ""capped_points"": 3, ""uncapped_points"": 3}, ""timeliness"": {""cap"": 3, ""capped_points"": 3, ""uncapped_points"": 3}, ""volume_pressure"": {""cap"": 2, ""capped_points"": 0, ""uncapped_points"": 0}}",0,2,8,broad,priority_review,fca_complaint_early_warning_v2_candidate,analytical_candidate_pending_business_review,2,context_rate|timeliness,CTX_PROVISION_PEER_HIGH|OVER_8_WEEKS_HIGH,1987.0,2556.0,0.7679968701095462,0.5410798122065726,3.98,,matched,,,,retain_priority_review_borderline,"Score 8 from 2 rules across 2 independent signal families (context_rate|timeliness). Persistent rules: CTX_PROVISION_PEER_HIGH|OVER_8_WEEKS_HIGH. This is an exact-boundary case supported by two distinct families; retain for review but rank below stronger priority cases. This is prioritisation evidence, not a harm finding.",,,,,structured_analytical_review_v1,Codex,2026-07-20,pending_business_review
FRN:117667,2023-H1,2023-01-01 to 2023-06-30,insurance_and_pure_protection,Phoenix Life Assurance Limited,117667.0,2023-01-01,2023-06-30,7,3,1,OVER_8_WEEKS_HIGH|UPHELD_DETERIORATION|UPHELD_PEER_HIGH,8,7,"{""complaint_outcome"": {""cap"": 4, ""capped_points"": 4, ""uncapped_points"": 5}, ""context_rate"": {""cap"": 4, ""capped_points"": 0, ""uncapped_points"": 0}, ""timeliness"": {""cap"": 3, ""capped_points"": 3, ""uncapped_points"": 3}, ""volume_pressure"": {""cap"": 2, ""capped_points"": 0, ""uncapped_points"": 0}}",1,1,8,broad,priority_review,fca_complaint_early_warning_v2_candidate,analytical_candidate_pending_business_review,2,complaint_outcome|timeliness,OVER_8_WEEKS_HIGH,260.0,239.0,0.7698744769874477,0.6694560669456067,2.16,,matched,,,,retain_priority_review_borderline,"Score 8 from 3 rules across 2 independent signal families (complaint_outcome|timeliness). Persistent rules: OVER_8_WEEKS_HIGH. This is an exact-boundary case supported by two distinct families; retain for review but rank below stronger priority cases. This is prioritisation evidence, not a harm finding.",,,,,structured_analytical_review_v1,Codex,2026-07-20,pending_business_review
FRN:117667,2023-H1,2023-01-01 to 2023-06-30,investments,Phoenix Life Assurance Limited,117667.0,2023-01-01,2023-06-30,7,3,1,CTX_PROVISION_DETERIORATION|OVER_8_WEEKS_HIGH|UPHELD_DETERIORATION,7,7,"{""complaint_outcome"": {""cap"": 4, ""capped_points"": 2, ""uncapped_points"": 2}, ""context_rate"": {""cap"": 4, ""capped_points"": 2, ""uncapped_points"": 2}, ""timeliness"": {""cap"": 3, ""capped_points"": 3, ""uncapped_points"": 3}, ""volume_pressure"": {""cap"": 2, ""capped_points"": 0, ""uncapped_points"": 0}}",0,1,8,broad,priority_review,fca_complaint_early_warning_v2_candidate,analytical_candidate_pending_business_review,3,complaint_outcome|context_rate|timeliness,OVER_8_WEEKS_HIGH,121.0,130.0,0.8615384615384616,0.5846153846153845,3.21,,matched,,,,retain_priority_review,"Score 8 from 3 rules across 3 independent signal families (complaint_outcome|context_rate|timeliness). Persistent rules: OVER_8_WEEKS_HIGH. Multiple or reinforced signals support retaining priority-review status. This is prioritisation evidence, not a harm finding.",,,,,structured_analytical_review_v1,Codex,2026-07-20,pending_business_review
FRN:117667,2023-H2,2023-07-01 to 2023-12-31,investments,Phoenix Life Assurance Limited,117667.0,2023-07-01,2023-12-31,7,3,2,OVER_8_WEEKS_HIGH|UPHELD_DETERIORATION|UPHELD_PEER_HIGH,8,7,"{""complaint_outcome"": {""cap"": 4, ""capped_points"": 4, ""uncapped_points"": 5}, ""context_rate"": {""cap"": 4, ""capped_points"": 0, ""uncapped_points"": 0}, ""timeliness"": {""cap"": 3, ""capped_points"": 3, ""uncapped_points"": 3}, ""volume_pressure"": {""cap"": 2, ""capped_points"": 0, ""uncapped_points"": 0}}",1,2,9,broad,priority_review,fca_complaint_early_warning_v2_candidate,analytical_candidate_pending_business_review,2,complaint_outcome|timeliness,OVER_8_WEEKS_HIGH|UPHELD_DETERIORATION,73.0,92.0,0.9457,0.7826000000000001,1.98,,matched,,,,retain_priority_review,"Score 9 from 3 rules across 2 independent signal families (complaint_outcome|timeliness). Persistent rules: OVER_8_WEEKS_HIGH|UPHELD_DETERIORATION. Multiple or reinforced signals support retaining priority-review status. This is prioritisation evidence, not a harm finding.",,,,,structured_analytical_review_v1,Codex,2026-07-20,pending_business_review
FRN:120820,2025-H2,2025-07-01 to 2025-12-31,decumulation_and_pensions,Embark Services Limited,120820.0,2025-07-01,2025-12-31,7,5,2,CTX_PROVISION_DETERIORATION|CTX_PROVISION_PEER_HIGH|OVER_8_WEEKS_HIGH|UPHELD_DETERIORATION|UPHELD_PEER_HIGH,13,11,"{""complaint_outcome"": {""cap"": 4, ""capped_points"": 4, ""uncapped_points"": 5}, ""context_rate"": {""cap"": 4, ""capped_points"": 4, ""uncapped_points"": 5}, ""timeliness"": {""cap"": 3, ""capped_points"": 3, ""uncapped_points"": 3}, ""volume_pressure"": {""cap"": 2, ""capped_points"": 0, ""uncapped_points"": 0}}",2,2,13,broad,priority_review,fca_complaint_early_warning_v2_candidate,analytical_candidate_pending_business_review,3,complaint_outcome|context_rate|timeliness,CTX_PROVISION_PEER_HIGH|OVER_8_WEEKS_HIGH,730.0,432.0,0.9167,0.3542,14.23,,matched,coherent_priority_case,"Independent context-rate, upheld-outcome and timeliness signals trigger; context and timeliness are persistent. Source-window comparison is available. Appropriate for investigation, not a misconduct conclusion.",,retain_priority_review,"Score 13 from 5 rules across 3 independent signal families (complaint_outcome|context_rate|timeliness). Persistent rules: CTX_PROVISION_PEER_HIGH|OVER_8_WEEKS_HIGH. Multiple or reinforced signals support retaining priority-review status. This is prioritisation evidence, not a harm finding.",,,,,structured_analytical_review_v1,Codex,2026-07-20,pending_business_review
FRN:121873,2021-H2,2021-04-01 to 2021-09-30,insurance_and_pure_protection,Clydesdale Bank Plc,121873.0,2021-04-01,2021-09-30,8,4,2,CTX_PROVISION_PEER_HIGH|OVER_8_WEEKS_HIGH|UPHELD_DETERIORATION|UPHELD_PEER_HIGH,11,10,"{""complaint_outcome"": {""cap"": 4, ""capped_points"": 4, ""uncapped_points"": 5}, ""context_rate"": {""cap"": 4, ""capped_points"": 3, ""uncapped_points"": 3}, ""timeliness"": {""cap"": 3, ""capped_points"": 3, ""uncapped_points"": 3}, ""volume_pressure"": {""cap"": 2, ""capped_points"": 0, ""uncapped_points"": 0}}",1,2,12,broad,priority_review,fca_complaint_early_warning_v2_candidate,analytical_candidate_pending_business_review,3,complaint_outcome|context_rate|timeliness,CTX_PROVISION_PEER_HIGH|OVER_8_WEEKS_HIGH,746.0,1209.0,0.83,0.625,9.18,0.0,matched,,,,retain_priority_review,"Score 12 from 4 rules across 3 independent signal families (complaint_outcome|context_rate|timeliness). Persistent rules: CTX_PROVISION_PEER_HIGH|OVER_8_WEEKS_HIGH. Multiple or reinforced signals support retaining priority-review status. This is prioritisation evidence, not a harm finding.",,,,,structured_analytical_review_v1,Codex,2026-07-20,pending_business_review
FRN:121873,2022-H1,2021-10-01 to 2022-03-31,banking_and_credit_cards,Clydesdale Bank Plc,121873.0,2021-10-01,2022-03-31,7,2,2,OVER_8_WEEKS_HIGH|UPHELD_PEER_HIGH,6,6,"{""complaint_outcome"": {""cap"": 4, ""capped_points"": 3, ""uncapped_points"": 3}, ""context_rate"": {""cap"": 4, ""capped_points"": 0, ""uncapped_points"": 0}, ""timeliness"": {""cap"": 3, ""capped_points"": 3, ""uncapped_points"": 3}, ""volume_pressure"": {""cap"": 2, ""capped_points"": 0, ""uncapped_points"": 0}}",0,2,8,broad,priority_review,fca_complaint_early_warning_v2_candidate,analytical_candidate_pending_business_review,2,complaint_outcome|timeliness,OVER_8_WEEKS_HIGH|UPHELD_PEER_HIGH,28395.0,23802.0,0.762,0.6748000000000001,3.67,,matched,,,,retain_priority_review_borderline,"Score 8 from 2 rules across 2 independent signal families (complaint_outcome|timeliness). Persistent rules: OVER_8_WEEKS_HIGH|UPHELD_PEER_HIGH. This is an exact-boundary case supported by two distinct families; retain for review but rank below stronger priority cases. This is prioritisation evidence, not a harm finding.",,,,,structured_analytical_review_v1,Codex,2026-07-20,pending_business_review
FRN:121873,2022-H2,2022-04-01 to 2022-09-30,banking_and_credit_cards,Clydesdale Bank Plc,121873.0,2022-04-01,2022-09-30,7,2,2,OVER_8_WEEKS_HIGH|UPHELD_PEER_HIGH,6,6,"{""complaint_outcome"": {""cap"": 4, ""capped_points"": 3, ""uncapped_points"": 3}, ""context_rate"": {""cap"": 4, ""capped_points"": 0, ""uncapped_points"": 0}, ""timeliness"": {""cap"": 3, ""capped_points"": 3, ""uncapped_points"": 3}, ""volume_pressure"": {""cap"": 2, ""capped_points"": 0, ""uncapped_points"": 0}}",0,2,8,broad,priority_review,fca_complaint_early_warning_v2_candidate,analytical_candidate_pending_business_review,2,complaint_outcome|timeliness,OVER_8_WEEKS_HIGH|UPHELD_PEER_HIGH,32429.0,26165.0,0.7952,0.6416999999999999,4.08,,matched,,,,retain_priority_review_borderline,"Score 8 from 2 rules across 2 independent signal families (complaint_outcome|timeliness). Persistent rules: OVER_8_WEEKS_HIGH|UPHELD_PEER_HIGH. This is an exact-boundary case supported by two distinct families; retain for review but rank below stronger priority cases. This is prioritisation evidence, not a harm finding.",,,,,structured_analytical_review_v1,Codex,2026-07-20,pending_business_review
FRN:121873,2023-H1,2022-10-01 to 2023-03-31,banking_and_credit_cards,Clydesdale Bank Plc,121873.0,2022-10-01,2023-03-31,7,2,2,OVER_8_WEEKS_HIGH|UPHELD_PEER_HIGH,6,6,"{""complaint_outcome"": {""cap"": 4, ""capped_points"": 3, ""uncapped_points"": 3}, ""context_rate"": {""cap"": 4, ""capped_points"": 0, ""uncapped_points"": 0}, ""timeliness"": {""cap"": 3, ""capped_points"": 3, ""uncapped_points"": 3}, ""volume_pressure"": {""cap"": 2, ""capped_points"": 0, ""uncapped_points"": 0}}",0,2,8,broad,priority_review,fca_complaint_early_warning_v2_candidate,analytical_candidate_pending_business_review,2,complaint_outcome|timeliness,OVER_8_WEEKS_HIGH|UPHELD_PEER_HIGH,32150.0,43800.0,0.8040867579908676,0.5360045662100457,3.94,,matched,,,,retain_priority_review_borderline,"Score 8 from 2 rules across 2 independent signal families (complaint_outcome|timeliness). Persistent rules: OVER_8_WEEKS_HIGH|UPHELD_PEER_HIGH. This is an exact-boundary case supported by two distinct families; retain for review but rank below stronger priority cases. This is prioritisation evidence, not a harm finding.",,,,,structured_analytical_review_v1,Codex,2026-07-20,pending_business_review
FRN:121873,2023-H1,2022-10-01 to 2023-03-31,home_finance,Clydesdale Bank Plc,121873.0,2022-10-01,2023-03-31,7,3,1,OVER_8_WEEKS_HIGH|UPHELD_DETERIORATION|UPHELD_PEER_HIGH,8,7,"{""complaint_outcome"": {""cap"": 4, ""capped_points"": 4, ""uncapped_points"": 5}, ""context_rate"": {""cap"": 4, ""capped_points"": 0, ""uncapped_points"": 0}, ""timeliness"": {""cap"": 3, ""capped_points"": 3, ""uncapped_points"": 3}, ""volume_pressure"": {""cap"": 2, ""capped_points"": 0, ""uncapped_points"": 0}}",1,1,8,broad,priority_review,fca_complaint_early_warning_v2_candidate,analytical_candidate_pending_business_review,2,complaint_outcome|timeliness,OVER_8_WEEKS_HIGH,2144.0,2919.0,0.8126070572113737,0.2970195272353545,6.14,0.0,matched,,,,retain_priority_review_borderline,"Score 8 from 3 rules across 2 independent signal families (complaint_outcome|timeliness). Persistent rules: OVER_8_WEEKS_HIGH. This is an exact-boundary case supported by two distinct families; retain for review but rank below stronger priority cases. This is prioritisation evidence, not a harm finding.",,,,,structured_analytical_review_v1,Codex,2026-07-20,pending_business_review
FRN:121885,2024-H1,2024-01-01 to 2024-06-30,home_finance,THE CO-OPERATIVE BANK P.L.C.,121885.0,2024-01-01,2024-06-30,7,6,2,CTX_PROVISION_DETERIORATION|CTX_PROVISION_PEER_HIGH|OPENED_VOLUME_PRESSURE|OVER_8_WEEKS_HIGH|UPHELD_DETERIORATION|UPHELD_PEER_HIGH,14,12,"{""complaint_outcome"": {""cap"": 4, ""capped_points"": 4, ""uncapped_points"": 5}, ""context_rate"": {""cap"": 4, ""capped_points"": 4, ""uncapped_points"": 5}, ""timeliness"": {""cap"": 3, ""capped_points"": 3, ""uncapped_points"": 3}, ""volume_pressure"": {""cap"": 2, ""capped_points"": 1, ""uncapped_points"": 1}}",2,2,14,broad,priority_review,fca_complaint_early_warning_v2_candidate,analytical_candidate_pending_business_review,4,complaint_outcome|context_rate|timeliness|volume_pressure,OVER_8_WEEKS_HIGH|UPHELD_DETERIORATION,3548.0,3051.0,0.821,0.63,25.78,,matched,,,,retain_priority_review,"Score 14 from 6 rules across 4 independent signal families (complaint_outcome|context_rate|timeliness|volume_pressure). Persistent rules: OVER_8_WEEKS_HIGH|UPHELD_DETERIORATION. Multiple or reinforced signals support retaining priority-review status. This is prioritisation evidence, not a harm finding.",,,,,structured_analytical_review_v1,Codex,2026-07-20,pending_business_review
FRN:121885,2024-H2,2024-07-01 to 2024-12-31,home_finance,THE CO-OPERATIVE BANK P.L.C.,121885.0,2024-07-01,2024-12-31,7,2,2,OVER_8_WEEKS_HIGH|UPHELD_PEER_HIGH,6,6,"{""complaint_outcome"": {""cap"": 4, ""capped_points"": 3, ""uncapped_points"": 3}, ""context_rate"": {""cap"": 4, ""capped_points"": 0, ""uncapped_points"": 0}, ""timeliness"": {""cap"": 3, ""capped_points"": 3, ""uncapped_points"": 3}, ""volume_pressure"": {""cap"": 2, ""capped_points"": 0, ""uncapped_points"": 0}}",0,2,8,broad,priority_review,fca_complaint_early_warning_v2_candidate,analytical_candidate_pending_business_review,2,complaint_outcome|timeliness,OVER_8_WEEKS_HIGH|UPHELD_PEER_HIGH,2402.0,3215.0,0.7751,0.7165999999999999,17.03,,matched,,,,retain_priority_review_borderline,"Score 8 from 2 rules across 2 independent signal families (complaint_outcome|timeliness). Persistent rules: OVER_8_WEEKS_HIGH|UPHELD_PEER_HIGH. This is an exact-boundary case supported by two distinct families; retain for review but rank below stronger priority cases. This is prioritisation evidence, not a harm finding.",,,,,structured_analytical_review_v1,Codex,2026-07-20,pending_business_review
FRN:122139,2022-H1,2022-01-01 to 2022-06-30,investments,RBS Collective Investment Funds Limited,122139.0,2022-01-01,2022-06-30,7,4,0,OPENED_VOLUME_PRESSURE|OVER_8_WEEKS_HIGH|UPHELD_DETERIORATION|UPHELD_PEER_HIGH,9,8,"{""complaint_outcome"": {""cap"": 4, ""capped_points"": 4, ""uncapped_points"": 5}, ""context_rate"": {""cap"": 4, ""capped_points"": 0, ""uncapped_points"": 0}, ""timeliness"": {""cap"": 3, ""capped_points"": 3, ""uncapped_points"": 3}, ""volume_pressure"": {""cap"": 2, ""capped_points"": 1, ""uncapped_points"": 1}}",1,0,8,broad,priority_review,fca_complaint_early_warning_v2_candidate,analytical_candidate_pending_business_review,3,complaint_outcome|timeliness|volume_pressure,,2621.0,1493.0,0.8232,0.4622,3.34,,matched,,,,retain_priority_review,"Score 8 from 4 rules across 3 independent signal families (complaint_outcome|timeliness|volume_pressure). No rule persisted from the prior period. Multiple or reinforced signals support retaining priority-review status. This is prioritisation evidence, not a harm finding.",,,,,structured_analytical_review_v1,Codex,2026-07-20,pending_business_review
FRN:122287,2022-H2,2022-07-01 to 2022-12-31,home_finance,Coutts & Company,122287.0,2022-07-01,2022-12-31,7,3,1,CTX_PROVISION_DETERIORATION|OVER_8_WEEKS_HIGH|UPHELD_DETERIORATION,7,7,"{""complaint_outcome"": {""cap"": 4, ""capped_points"": 2, ""uncapped_points"": 2}, ""context_rate"": {""cap"": 4, ""capped_points"": 2, ""uncapped_points"": 2}, ""timeliness"": {""cap"": 3, ""capped_points"": 3, ""uncapped_points"": 3}, ""volume_pressure"": {""cap"": 2, ""capped_points"": 0, ""uncapped_points"": 0}}",0,1,8,broad,priority_review,fca_complaint_early_warning_v2_candidate,analytical_candidate_pending_business_review,3,complaint_outcome|context_rate|timeliness,OVER_8_WEEKS_HIGH,180.0,165.0,0.7152,0.697,14.07,,matched,,,,retain_priority_review,"Score 8 from 3 rules across 3 independent signal families (complaint_outcome|context_rate|timeliness). Persistent rules: OVER_8_WEEKS_HIGH. Multiple or reinforced signals support retaining priority-review status. This is prioritisation evidence, not a harm finding.",,,,,structured_analytical_review_v1,Codex,2026-07-20,pending_business_review
