suggestion_id,decision,reviewer,reviewed_at,reviewer_comment
MATCH-A1A2D81DECDE,unresolved,Codex,2026-07-18,Similarity and local evidence are insufficient to establish historical legal identity; no match applied.
MATCH-B5AABF253B13,unresolved,Codex,2026-07-18,Similarity and local evidence are insufficient to establish historical legal identity; no match applied.
MATCH-6E418DC04E7B,unresolved,Codex,2026-07-18,Similarity and local evidence are insufficient to establish historical legal identity; no match applied.
MATCH-D97EF9C8C3DC,unresolved,Codex,2026-07-18,Similarity and local evidence are insufficient to establish historical legal identity; no match applied.
MATCH-59CBF4B23D9C,unresolved,Codex,2026-07-18,Similarity and local evidence are insufficient to establish historical legal identity; no match applied.
MATCH-ACC54C4DB1CC,unresolved,Codex,2026-07-18,Similarity and local evidence are insufficient to establish historical legal identity; no match applied.
MATCH-5623DECD2AC5,unresolved,Codex,2026-07-18,Similarity and local evidence are insufficient to establish historical legal identity; no match applied.
MATCH-1FB89A2E15E7,unresolved,Codex,2026-07-18,Similarity and local evidence are insufficient to establish historical legal identity; no match applied.
MATCH-1A9FCE180C66,unresolved,Codex,2026-07-18,Similarity and local evidence are insufficient to establish historical legal identity; no match applied.
MATCH-8133418DBE11,unresolved,Codex,2026-07-18,Similarity and local evidence are insufficient to establish historical legal identity; no match applied.
MATCH-10881BF04F54,approved,Codex,2026-07-18,Formatting-only legal-name variant with one unique locally evidenced FRN.
MATCH-3EECEE6D3E65,unresolved,Codex,2026-07-18,Similarity and local evidence are insufficient to establish historical legal identity; no match applied.
MATCH-D6D8BAABB17F,unresolved,Codex,2026-07-18,Similarity and local evidence are insufficient to establish historical legal identity; no match applied.
MATCH-8DFF59F05C9A,unresolved,Codex,2026-07-18,Similarity and local evidence are insufficient to establish historical legal identity; no match applied.
MATCH-704D964E4F30,unresolved,Codex,2026-07-18,Similarity and local evidence are insufficient to establish historical legal identity; no match applied.
MATCH-921F902E8EA5,unresolved,Codex,2026-07-18,Similarity and local evidence are insufficient to establish historical legal identity; no match applied.
MATCH-DF925D455203,unresolved,Codex,2026-07-18,Similarity and local evidence are insufficient to establish historical legal identity; no match applied.
MATCH-EBA9609F27BE,unresolved,Codex,2026-07-18,Similarity and local evidence are insufficient to establish historical legal identity; no match applied.
MATCH-1075DB16E773,unresolved,Codex,2026-07-18,Similarity and local evidence are insufficient to establish historical legal identity; no match applied.
MATCH-5B73FDE594AE,unresolved,Codex,2026-07-18,Similarity and local evidence are insufficient to establish historical legal identity; no match applied.
MATCH-205D8176E13F,unresolved,Codex,2026-07-18,Similarity and local evidence are insufficient to establish historical legal identity; no match applied.
MATCH-14834396E1B1,unresolved,Codex,2026-07-18,Similarity and local evidence are insufficient to establish historical legal identity; no match applied.
MATCH-4DD51A113C21,approved,Codex,2026-07-18,Formatting-only legal-name variant with one unique locally evidenced FRN.
MATCH-F6A624C79F9A,unresolved,Codex,2026-07-18,Similarity and local evidence are insufficient to establish historical legal identity; no match applied.
MATCH-0B0365B39546,unresolved,Codex,2026-07-18,Similarity and local evidence are insufficient to establish historical legal identity; no match applied.
MATCH-FAB2DDEA1FDA,unresolved,Codex,2026-07-18,Similarity and local evidence are insufficient to establish historical legal identity; no match applied.
MATCH-624AC8F2BB85,unresolved,Codex,2026-07-18,Similarity and local evidence are insufficient to establish historical legal identity; no match applied.
MATCH-022FB5A6147A,unresolved,Codex,2026-07-18,Similarity and local evidence are insufficient to establish historical legal identity; no match applied.
MATCH-E682FE732A97,unresolved,Codex,2026-07-18,Similarity and local evidence are insufficient to establish historical legal identity; no match applied.
MATCH-234549D01FBD,unresolved,Codex,2026-07-18,Similarity and local evidence are insufficient to establish historical legal identity; no match applied.
MATCH-1A17A957A901,unresolved,Codex,2026-07-18,Similarity and local evidence are insufficient to establish historical legal identity; no match applied.
MATCH-5F6234BBC535,unresolved,Codex,2026-07-18,Similarity and local evidence are insufficient to establish historical legal identity; no match applied.
MATCH-C1A43DF36D53,unresolved,Codex,2026-07-18,Similarity and local evidence are insufficient to establish historical legal identity; no match applied.
MATCH-5E40ABCD0ED6,unresolved,Codex,2026-07-18,Similarity and local evidence are insufficient to establish historical legal identity; no match applied.
MATCH-85FA215E7EAE,unresolved,Codex,2026-07-18,Similarity and local evidence are insufficient to establish historical legal identity; no match applied.
MATCH-9172021E738F,unresolved,Codex,2026-07-18,Similarity and local evidence are insufficient to establish historical legal identity; no match applied.
MATCH-5C0A4112B02B,unresolved,Codex,2026-07-18,Similarity and local evidence are insufficient to establish historical legal identity; no match applied.
MATCH-4BC4461BA54E,unresolved,Codex,2026-07-18,Similarity and local evidence are insufficient to establish historical legal identity; no match applied.
MATCH-1AF9E31BF604,unresolved,Codex,2026-07-18,Similarity and local evidence are insufficient to establish historical legal identity; no match applied.
MATCH-BC832912E0DF,unresolved,Codex,2026-07-18,Similarity and local evidence are insufficient to establish historical legal identity; no match applied.
MATCH-F45554B93961,unresolved,Codex,2026-07-18,Similarity and local evidence are insufficient to establish historical legal identity; no match applied.
MATCH-2322E89BA19F,unresolved,Codex,2026-07-18,Similarity and local evidence are insufficient to establish historical legal identity; no match applied.
MATCH-5F826D32FB62,unresolved,Codex,2026-07-18,Similarity and local evidence are insufficient to establish historical legal identity; no match applied.
MATCH-C21090ABF09A,unresolved,Codex,2026-07-18,Similarity and local evidence are insufficient to establish historical legal identity; no match applied.
MATCH-3E98CE52CAFF,unresolved,Codex,2026-07-18,Similarity and local evidence are insufficient to establish historical legal identity; no match applied.
MATCH-EF20EA81C22C,unresolved,Codex,2026-07-18,Similarity and local evidence are insufficient to establish historical legal identity; no match applied.
MATCH-00BC278542DC,unresolved,Codex,2026-07-18,Similarity and local evidence are insufficient to establish historical legal identity; no match applied.
MATCH-714257C8897A,unresolved,Codex,2026-07-18,Similarity and local evidence are insufficient to establish historical legal identity; no match applied.
MATCH-DA9A2D2FCB48,unresolved,Codex,2026-07-18,Similarity and local evidence are insufficient to establish historical legal identity; no match applied.
MATCH-9D2BC240F6E9,approved,Codex,2026-07-18,Formatting-only legal-name variant with one unique locally evidenced FRN.
MATCH-ADE7F3D9D1E0,unresolved,Codex,2026-07-18,Similarity and local evidence are insufficient to establish historical legal identity; no match applied.
MATCH-29152E2C70FF,unresolved,Codex,2026-07-18,Similarity and local evidence are insufficient to establish historical legal identity; no match applied.
MATCH-F65FC650F628,unresolved,Codex,2026-07-18,Similarity and local evidence are insufficient to establish historical legal identity; no match applied.
MATCH-03500B59D5A9,unresolved,Codex,2026-07-18,Similarity and local evidence are insufficient to establish historical legal identity; no match applied.
MATCH-F0E6718FD5EF,unresolved,Codex,2026-07-18,Similarity and local evidence are insufficient to establish historical legal identity; no match applied.
MATCH-0CE4F40E948F,unresolved,Codex,2026-07-18,Similarity and local evidence are insufficient to establish historical legal identity; no match applied.
MATCH-10D085F92399,unresolved,Codex,2026-07-18,Similarity and local evidence are insufficient to establish historical legal identity; no match applied.
MATCH-5DB3AB9B5EAD,unresolved,Codex,2026-07-18,Similarity and local evidence are insufficient to establish historical legal identity; no match applied.
MATCH-ACB7D0B5F52B,unresolved,Codex,2026-07-18,Similarity and local evidence are insufficient to establish historical legal identity; no match applied.
MATCH-2B3E401E78A1,unresolved,Codex,2026-07-18,Similarity and local evidence are insufficient to establish historical legal identity; no match applied.
MATCH-05BD8B8E048D,unresolved,Codex,2026-07-18,Similarity and local evidence are insufficient to establish historical legal identity; no match applied.
MATCH-F9B5F5ACABE5,unresolved,Codex,2026-07-18,Similarity and local evidence are insufficient to establish historical legal identity; no match applied.
MATCH-E721AC063F56,unresolved,Codex,2026-07-18,Similarity and local evidence are insufficient to establish historical legal identity; no match applied.
MATCH-39AA22A45D92,unresolved,Codex,2026-07-18,Similarity and local evidence are insufficient to establish historical legal identity; no match applied.
MATCH-1F08AA9FB3ED,approved,Codex,2026-07-18,Formatting-only legal-name variant with one unique locally evidenced FRN.
MATCH-B55AE3A524FF,unresolved,Codex,2026-07-18,Similarity and local evidence are insufficient to establish historical legal identity; no match applied.
MATCH-ED684D0EC6B7,unresolved,Codex,2026-07-18,Similarity and local evidence are insufficient to establish historical legal identity; no match applied.
MATCH-31F1B28FE636,unresolved,Codex,2026-07-18,Similarity and local evidence are insufficient to establish historical legal identity; no match applied.
MATCH-0E4D54C41269,unresolved,Codex,2026-07-18,Similarity and local evidence are insufficient to establish historical legal identity; no match applied.
MATCH-AA064FDED56E,unresolved,Codex,2026-07-18,Similarity and local evidence are insufficient to establish historical legal identity; no match applied.
MATCH-D36136A8A13A,unresolved,Codex,2026-07-18,Similarity and local evidence are insufficient to establish historical legal identity; no match applied.
MATCH-F283742F671D,unresolved,Codex,2026-07-18,Similarity and local evidence are insufficient to establish historical legal identity; no match applied.
MATCH-E4D5732440A3,unresolved,Codex,2026-07-18,Similarity and local evidence are insufficient to establish historical legal identity; no match applied.
MATCH-D1838EB86790,unresolved,Codex,2026-07-18,Similarity and local evidence are insufficient to establish historical legal identity; no match applied.
MATCH-FAC58A43BA0A,unresolved,Codex,2026-07-18,Similarity and local evidence are insufficient to establish historical legal identity; no match applied.
MATCH-00AF8EF5D7B5,unresolved,Codex,2026-07-18,Similarity and local evidence are insufficient to establish historical legal identity; no match applied.
MATCH-677C0E697881,unresolved,Codex,2026-07-18,Similarity and local evidence are insufficient to establish historical legal identity; no match applied.
MATCH-543C588A3E52,unresolved,Codex,2026-07-18,Similarity and local evidence are insufficient to establish historical legal identity; no match applied.
MATCH-4E864553CF27,unresolved,Codex,2026-07-18,Similarity and local evidence are insufficient to establish historical legal identity; no match applied.
MATCH-8AD2AF7A6BB3,unresolved,Codex,2026-07-18,Similarity and local evidence are insufficient to establish historical legal identity; no match applied.
MATCH-25C78B04A794,unresolved,Codex,2026-07-18,Similarity and local evidence are insufficient to establish historical legal identity; no match applied.
MATCH-67A472C1BAC8,unresolved,Codex,2026-07-18,Similarity and local evidence are insufficient to establish historical legal identity; no match applied.
MATCH-EEF443AD29A0,unresolved,Codex,2026-07-18,Similarity and local evidence are insufficient to establish historical legal identity; no match applied.
MATCH-45F8EB4464D7,unresolved,Codex,2026-07-18,Similarity and local evidence are insufficient to establish historical legal identity; no match applied.
MATCH-7C153741DB86,unresolved,Codex,2026-07-18,Similarity and local evidence are insufficient to establish historical legal identity; no match applied.
MATCH-9C0726DC0471,unresolved,Codex,2026-07-18,Similarity and local evidence are insufficient to establish historical legal identity; no match applied.
MATCH-BAF15ED049DB,unresolved,Codex,2026-07-18,Similarity and local evidence are insufficient to establish historical legal identity; no match applied.
MATCH-9C155C31874D,unresolved,Codex,2026-07-18,Similarity and local evidence are insufficient to establish historical legal identity; no match applied.
MATCH-999D36BC5A7D,approved,Codex,2026-07-18,Formatting-only legal-name variant with one unique locally evidenced FRN.
MATCH-8F4DF6C2B41F,unresolved,Codex,2026-07-18,Similarity and local evidence are insufficient to establish historical legal identity; no match applied.
MATCH-96FD44526850,unresolved,Codex,2026-07-18,Similarity and local evidence are insufficient to establish historical legal identity; no match applied.
MATCH-97739AD53F27,approved,Codex,2026-07-18,Formatting-only legal-name variant with one unique locally evidenced FRN.
MATCH-84F55BF0859D,unresolved,Codex,2026-07-18,Similarity and local evidence are insufficient to establish historical legal identity; no match applied.
MATCH-92D91DFCABF8,unresolved,Codex,2026-07-18,Similarity and local evidence are insufficient to establish historical legal identity; no match applied.
MATCH-D3FAFBA048B6,approved,Codex,2026-07-18,Formatting-only legal-name variant with one unique locally evidenced FRN.
MATCH-7005C65D1083,unresolved,Codex,2026-07-18,Similarity and local evidence are insufficient to establish historical legal identity; no match applied.
MATCH-1B8012C3E616,unresolved,Codex,2026-07-18,Similarity and local evidence are insufficient to establish historical legal identity; no match applied.
MATCH-E743421D7E36,approved,Codex,2026-07-18,Formatting-only legal-name variant with one unique locally evidenced FRN.
MATCH-340ECCFE2614,unresolved,Codex,2026-07-18,Similarity and local evidence are insufficient to establish historical legal identity; no match applied.
MATCH-34931F1421D0,unresolved,Codex,2026-07-18,Similarity and local evidence are insufficient to establish historical legal identity; no match applied.
MATCH-A4269EDE2D30,unresolved,Codex,2026-07-18,Similarity and local evidence are insufficient to establish historical legal identity; no match applied.
MATCH-51EF274E593F,unresolved,Codex,2026-07-18,Similarity and local evidence are insufficient to establish historical legal identity; no match applied.
MATCH-7E3309E4B8FA,unresolved,Codex,2026-07-18,Similarity and local evidence are insufficient to establish historical legal identity; no match applied.
MATCH-0C8F20BB44D9,approved,Codex,2026-07-18,Formatting-only legal-name variant with one unique locally evidenced FRN.
MATCH-A9750296F99A,unresolved,Codex,2026-07-18,Similarity and local evidence are insufficient to establish historical legal identity; no match applied.
MATCH-5D8059A1CB76,unresolved,Codex,2026-07-18,Similarity and local evidence are insufficient to establish historical legal identity; no match applied.
MATCH-88D81F7C5F8D,approved,Codex,2026-07-18,Formatting-only legal-name variant with one unique locally evidenced FRN.
MATCH-22AA9B5B615B,unresolved,Codex,2026-07-18,Similarity and local evidence are insufficient to establish historical legal identity; no match applied.
MATCH-07EEA20CA7A5,unresolved,Codex,2026-07-18,Similarity and local evidence are insufficient to establish historical legal identity; no match applied.
MATCH-A16AFD24C32D,unresolved,Codex,2026-07-18,Similarity and local evidence are insufficient to establish historical legal identity; no match applied.
MATCH-86318AE044B4,unresolved,Codex,2026-07-18,Similarity and local evidence are insufficient to establish historical legal identity; no match applied.
MATCH-674BCF965E53,unresolved,Codex,2026-07-18,Similarity and local evidence are insufficient to establish historical legal identity; no match applied.
MATCH-B15CE48F4514,approved,Codex,2026-07-18,Formatting-only legal-name variant with one unique locally evidenced FRN.
MATCH-B5089ECE217F,unresolved,Codex,2026-07-18,Similarity and local evidence are insufficient to establish historical legal identity; no match applied.
MATCH-6CB7AD280B06,unresolved,Codex,2026-07-18,Similarity and local evidence are insufficient to establish historical legal identity; no match applied.
MATCH-7BCC18985832,unresolved,Codex,2026-07-18,Similarity and local evidence are insufficient to establish historical legal identity; no match applied.
MATCH-47E068BE10A9,unresolved,Codex,2026-07-18,Similarity and local evidence are insufficient to establish historical legal identity; no match applied.
MATCH-3A47F52C4714,unresolved,Codex,2026-07-18,Similarity and local evidence are insufficient to establish historical legal identity; no match applied.
MATCH-39A03E4CD445,unresolved,Codex,2026-07-18,Similarity and local evidence are insufficient to establish historical legal identity; no match applied.
MATCH-952D95BB6C24,unresolved,Codex,2026-07-18,Similarity and local evidence are insufficient to establish historical legal identity; no match applied.
MATCH-63F02D9EAF44,unresolved,Codex,2026-07-18,Similarity and local evidence are insufficient to establish historical legal identity; no match applied.
MATCH-B548353EADCE,unresolved,Codex,2026-07-18,Similarity and local evidence are insufficient to establish historical legal identity; no match applied.
MATCH-9D187D967D82,unresolved,Codex,2026-07-18,Similarity and local evidence are insufficient to establish historical legal identity; no match applied.
MATCH-14BFFBE9B723,unresolved,Codex,2026-07-18,Similarity and local evidence are insufficient to establish historical legal identity; no match applied.
MATCH-7B8C2E226522,unresolved,Codex,2026-07-18,Similarity and local evidence are insufficient to establish historical legal identity; no match applied.
MATCH-0BC302E2AEAA,unresolved,Codex,2026-07-18,Similarity and local evidence are insufficient to establish historical legal identity; no match applied.
MATCH-B61E6522C9B1,unresolved,Codex,2026-07-18,Similarity and local evidence are insufficient to establish historical legal identity; no match applied.
MATCH-DEBD2C33AB6E,approved,Codex,2026-07-18,Formatting-only legal-name variant with one unique locally evidenced FRN.
MATCH-879BEB957829,unresolved,Codex,2026-07-18,Similarity and local evidence are insufficient to establish historical legal identity; no match applied.
MATCH-44C8383E226E,unresolved,Codex,2026-07-18,Similarity and local evidence are insufficient to establish historical legal identity; no match applied.
MATCH-8435E98D531C,approved,Codex,2026-07-18,Formatting-only legal-name variant with one unique locally evidenced FRN.
MATCH-6F4B6C73C4C6,unresolved,Codex,2026-07-18,Similarity and local evidence are insufficient to establish historical legal identity; no match applied.
MATCH-F563D7E4AFA9,unresolved,Codex,2026-07-18,Similarity and local evidence are insufficient to establish historical legal identity; no match applied.
MATCH-14C9B426BC7B,unresolved,Codex,2026-07-18,Similarity and local evidence are insufficient to establish historical legal identity; no match applied.
MATCH-C3A7DBC1CD7B,unresolved,Codex,2026-07-18,Similarity and local evidence are insufficient to establish historical legal identity; no match applied.
MATCH-6274C7AB6674,unresolved,Codex,2026-07-18,Similarity and local evidence are insufficient to establish historical legal identity; no match applied.
MATCH-F27C2C3DA596,approved,Codex,2026-07-18,Formatting-only legal-name variant with one unique locally evidenced FRN.
MATCH-8A963413EC95,unresolved,Codex,2026-07-18,Similarity and local evidence are insufficient to establish historical legal identity; no match applied.
MATCH-41AA857978AF,unresolved,Codex,2026-07-18,Similarity and local evidence are insufficient to establish historical legal identity; no match applied.
MATCH-CB5FE1A1CC10,unresolved,Codex,2026-07-18,Similarity and local evidence are insufficient to establish historical legal identity; no match applied.
MATCH-8440FF50EB95,unresolved,Codex,2026-07-18,Similarity and local evidence are insufficient to establish historical legal identity; no match applied.
MATCH-8293D78FCB5A,unresolved,Codex,2026-07-18,Similarity and local evidence are insufficient to establish historical legal identity; no match applied.
MATCH-253B17E12BCA,approved,Codex,2026-07-18,Formatting-only legal-name variant with one unique locally evidenced FRN.
MATCH-66C57DD2C9D7,unresolved,Codex,2026-07-18,Similarity and local evidence are insufficient to establish historical legal identity; no match applied.
MATCH-67D58DE3D433,unresolved,Codex,2026-07-18,Similarity and local evidence are insufficient to establish historical legal identity; no match applied.
MATCH-1F0904D132AE,approved,Codex,2026-07-18,Formatting-only legal-name variant with one unique locally evidenced FRN.
MATCH-E988E79E6CCD,unresolved,Codex,2026-07-18,Similarity and local evidence are insufficient to establish historical legal identity; no match applied.
MATCH-32ADCA60DE8A,unresolved,Codex,2026-07-18,Similarity and local evidence are insufficient to establish historical legal identity; no match applied.
